date,total_ratings,overall_avg_total_ratings,30_day_avg_total_ratings,percentile_total_ratings,average_rating,overall_avg_rating,30_day_avg_rating,percentile_average_rating,unique_datasets,narrative_summary
2019-09-20,2,8.76,2.0,0.07,3.0,2.98,3.0,0.51,2,Yesterday was dead quiet and the vibes were decent
2019-09-21,3,8.76,2.5,0.14,4.33,2.98,3.66,0.92,3,Yesterday was very quiet and the vibes were absolutely stellar
2019-09-22,2,8.76,2.33,0.07,2.5,2.98,3.28,0.31,2,Yesterday was dead quiet and the vibes were a bit off
2019-09-23,9,8.76,4.0,0.64,2.67,2.98,3.12,0.36,9,Yesterday was busy and the vibes were a bit off
2019-09-24,11,8.76,5.4,0.75,2.18,2.98,2.94,0.2,11,Yesterday was buzzing and the vibes were below average
2019-09-25,14,8.76,6.83,0.86,3.43,2.98,3.02,0.68,11,Yesterday was very lively and the vibes were solid
2019-09-26,19,8.76,8.57,0.95,2.47,2.98,2.94,0.3,15,Yesterday was off the charts and the vibes were a bit off
2019-09-27,4,8.76,8.0,0.22,2.0,2.98,2.82,0.15,3,Yesterday was pretty quiet and the vibes were not great
2019-09-28,6,8.76,7.78,0.4,1.67,2.98,2.69,0.09,4,Yesterday was somewhat active and the vibes were rock bottom
2019-09-29,4,8.76,7.4,0.22,3.75,2.98,2.8,0.8,3,Yesterday was pretty quiet and the vibes were top notch
2019-09-30,12,8.76,7.82,0.79,3.17,2.98,2.83,0.58,11,Yesterday was buzzing and the vibes were decent
2019-10-01,9,8.76,7.92,0.64,3.11,2.98,2.86,0.56,7,Yesterday was busy and the vibes were decent
2019-10-02,14,8.76,8.38,0.86,3.29,2.98,2.89,0.62,12,Yesterday was very lively and the vibes were solid
2019-10-03,17,8.76,9.0,0.93,3.18,2.98,2.91,0.59,16,Yesterday was off the charts and the vibes were decent
2019-10-04,10,8.76,9.07,0.7,2.4,2.98,2.88,0.28,9,Yesterday was buzzing and the vibes were below average
2019-10-05,6,8.76,8.88,0.4,3.67,2.98,2.93,0.77,4,Yesterday was somewhat active and the vibes were great
2019-10-06,3,8.76,8.53,0.14,3.67,2.98,2.97,0.77,2,Yesterday was very quiet and the vibes were great
2019-10-07,7,8.76,8.44,0.48,2.29,2.98,2.93,0.23,7,Yesterday was somewhat active and the vibes were below average
2019-10-08,12,8.76,8.63,0.79,2.67,2.98,2.92,0.36,11,Yesterday was buzzing and the vibes were a bit off
2019-10-09,18,8.76,9.1,0.94,2.89,2.98,2.92,0.45,15,Yesterday was off the charts and the vibes were about average
2019-10-10,19,8.76,9.57,0.95,2.89,2.98,2.92,0.45,14,Yesterday was off the charts and the vibes were about average
2019-10-11,10,8.76,9.59,0.7,3.1,2.98,2.92,0.56,9,Yesterday was buzzing and the vibes were decent
2019-10-12,5,8.76,9.39,0.31,2.6,2.98,2.91,0.34,5,Yesterday was low-key and the vibes were a bit off
2019-10-13,4,8.76,9.17,0.22,2.5,2.98,2.89,0.31,4,Yesterday was pretty quiet and the vibes were a bit off
2019-10-14,7,8.76,9.08,0.48,3.57,2.98,2.92,0.73,6,Yesterday was somewhat active and the vibes were great
2019-10-15,10,8.76,9.12,0.7,2.6,2.98,2.91,0.34,8,Yesterday was buzzing and the vibes were a bit off
2019-10-16,10,8.76,9.15,0.7,1.8,2.98,2.87,0.11,10,Yesterday was buzzing and the vibes were not great
2019-10-17,11,8.76,9.21,0.75,2.73,2.98,2.86,0.39,9,Yesterday was buzzing and the vibes were a bit off
2019-10-18,17,8.76,9.48,0.93,2.35,2.98,2.84,0.27,12,Yesterday was off the charts and the vibes were below average
2019-10-19,3,8.76,9.27,0.14,3.33,2.98,2.86,0.64,3,Yesterday was very quiet and the vibes were solid
2019-10-20,6,8.76,9.4,0.4,1.5,2.98,2.81,0.07,5,Yesterday was somewhat active and the vibes were rock bottom
2019-10-21,24,8.76,10.1,0.98,2.08,2.98,2.74,0.18,12,Yesterday was off the charts and the vibes were not great
2019-10-22,12,8.76,10.43,0.79,2.42,2.98,2.73,0.29,11,Yesterday was buzzing and the vibes were below average
2019-10-23,13,8.76,10.57,0.83,2.54,2.98,2.73,0.32,11,Yesterday was very lively and the vibes were a bit off
2019-10-24,24,8.76,11.0,0.98,2.54,2.98,2.74,0.32,11,Yesterday was off the charts and the vibes were a bit off
2019-10-25,13,8.76,10.97,0.83,3.62,2.98,2.75,0.74,13,Yesterday was very lively and the vibes were great
2019-10-26,4,8.76,10.47,0.22,4.0,2.98,2.8,0.86,4,Yesterday was pretty quiet and the vibes were top notch
2019-10-27,7,8.76,10.57,0.48,2.14,2.98,2.8,0.19,5,Yesterday was somewhat active and the vibes were not great
2019-10-28,13,8.76,10.8,0.83,3.46,2.98,2.86,0.69,11,Yesterday was very lively and the vibes were solid
2019-10-29,13,8.76,11.1,0.83,3.0,2.98,2.84,0.51,11,Yesterday was very lively and the vibes were decent
2019-10-30,16,8.76,11.23,0.91,2.62,2.98,2.82,0.35,13,Yesterday was off the charts and the vibes were a bit off
2019-10-31,8,8.76,11.2,0.56,2.88,2.98,2.81,0.44,7,Yesterday was getting there and the vibes were about average
2019-11-01,14,8.76,11.2,0.86,2.79,2.98,2.79,0.41,13,Yesterday was very lively and the vibes were about average
2019-11-02,3,8.76,10.73,0.14,1.0,2.98,2.72,0.02,3,Yesterday was very quiet and the vibes were rock bottom
2019-11-03,11,8.76,10.77,0.75,3.27,2.98,2.75,0.61,10,Yesterday was buzzing and the vibes were solid
2019-11-04,13,8.76,11.0,0.83,3.0,2.98,2.73,0.51,12,Yesterday was very lively and the vibes were decent
2019-11-05,17,8.76,11.47,0.93,4.06,2.98,2.74,0.88,9,Yesterday was off the charts and the vibes were top notch
2019-11-06,11,8.76,11.6,0.75,3.82,2.98,2.79,0.82,9,Yesterday was buzzing and the vibes were top notch
2019-11-07,8,8.76,11.47,0.56,2.5,2.98,2.79,0.31,7,Yesterday was getting there and the vibes were a bit off
2019-11-08,11,8.76,11.23,0.75,3.82,2.98,2.82,0.82,10,Yesterday was buzzing and the vibes were top notch
2019-11-09,5,8.76,10.77,0.31,3.4,2.98,2.83,0.66,5,Yesterday was low-key and the vibes were solid
2019-11-10,1,8.76,10.47,0.02,1.0,2.98,2.76,0.02,1,Yesterday was dead quiet and the vibes were rock bottom
2019-11-11,5,8.76,10.47,0.31,3.4,2.98,2.79,0.66,5,Yesterday was low-key and the vibes were solid
2019-11-12,6,8.76,10.53,0.4,3.0,2.98,2.81,0.51,5,Yesterday was somewhat active and the vibes were decent
2019-11-13,6,8.76,10.5,0.4,3.67,2.98,2.81,0.77,4,Yesterday was somewhat active and the vibes were great
2019-11-14,13,8.76,10.6,0.83,3.46,2.98,2.84,0.69,12,Yesterday was very lively and the vibes were solid
2019-11-15,15,8.76,10.77,0.89,3.33,2.98,2.89,0.64,13,Yesterday was very lively and the vibes were solid
2019-11-16,5,8.76,10.57,0.31,3.4,2.98,2.91,0.66,5,Yesterday was low-key and the vibes were solid
2019-11-17,11,8.76,10.37,0.75,2.55,2.98,2.92,0.32,10,Yesterday was buzzing and the vibes were a bit off
2019-11-18,17,8.76,10.83,0.93,4.0,2.98,2.94,0.86,13,Yesterday was off the charts and the vibes were top notch
2019-11-19,16,8.76,11.17,0.91,2.56,2.98,2.98,0.32,16,Yesterday was off the charts and the vibes were a bit off
2019-11-20,8,8.76,10.63,0.56,3.0,2.98,3.01,0.51,8,Yesterday was getting there and the vibes were decent
2019-11-21,65,8.76,12.4,1.0,2.38,2.98,3.01,0.28,18,Yesterday was off the charts and the vibes were below average
2019-11-22,11,8.76,12.33,0.75,2.64,2.98,3.01,0.35,11,Yesterday was buzzing and the vibes were a bit off
2019-11-23,5,8.76,11.7,0.31,3.6,2.98,3.05,0.73,5,Yesterday was low-key and the vibes were great
2019-11-24,3,8.76,11.37,0.14,2.33,2.98,3.0,0.25,2,Yesterday was very quiet and the vibes were below average
2019-11-25,12,8.76,11.63,0.79,2.75,2.98,2.96,0.39,12,Yesterday was buzzing and the vibes were a bit off
2019-11-26,8,8.76,11.67,0.56,3.5,2.98,3.01,0.7,8,Yesterday was getting there and the vibes were great
2019-11-27,8,8.76,11.5,0.56,3.5,2.98,3.01,0.7,8,Yesterday was getting there and the vibes were great
2019-11-28,11,8.76,11.43,0.75,1.82,2.98,2.97,0.12,10,Yesterday was buzzing and the vibes were not great
2019-11-29,7,8.76,11.13,0.48,2.29,2.98,2.96,0.23,6,Yesterday was somewhat active and the vibes were below average
2019-11-30,2,8.76,10.93,0.07,1.0,2.98,2.89,0.02,2,Yesterday was dead quiet and the vibes were rock bottom
2019-12-01,5,8.76,10.63,0.31,2.2,2.98,2.88,0.2,4,Yesterday was low-key and the vibes were below average
2019-12-02,2,8.76,10.6,0.07,3.0,2.98,2.94,0.51,2,Yesterday was dead quiet and the vibes were decent
2019-12-03,9,8.76,10.53,0.64,2.33,2.98,2.91,0.25,9,Yesterday was busy and the vibes were below average
2019-12-04,6,8.76,10.3,0.4,4.17,2.98,2.95,0.89,6,Yesterday was somewhat active and the vibes were top notch
2019-12-05,10,8.76,10.07,0.7,3.1,2.98,2.92,0.56,8,Yesterday was buzzing and the vibes were decent
2019-12-06,12,8.76,10.1,0.79,4.58,2.98,2.94,0.94,10,Yesterday was buzzing and the vibes were absolutely stellar
2019-12-07,2,8.76,9.9,0.07,5.0,2.98,3.03,0.98,2,Yesterday was dead quiet and the vibes were absolutely stellar
2019-12-09,9,8.76,9.83,0.64,3.22,2.98,3.01,0.6,9,Yesterday was busy and the vibes were solid
2019-12-10,10,8.76,10.0,0.7,3.0,2.98,2.99,0.51,8,Yesterday was buzzing and the vibes were decent
2019-12-11,14,8.76,10.43,0.86,3.0,2.98,3.06,0.51,12,Yesterday was very lively and the vibes were decent
2019-12-12,8,8.76,10.53,0.56,3.0,2.98,3.05,0.51,7,Yesterday was getting there and the vibes were decent
2019-12-13,11,8.76,10.7,0.75,3.45,2.98,3.06,0.68,8,Yesterday was buzzing and the vibes were solid
2019-12-14,3,8.76,10.6,0.14,2.33,2.98,3.02,0.25,3,Yesterday was very quiet and the vibes were below average
2019-12-15,2,8.76,10.23,0.07,3.0,2.98,3.0,0.51,2,Yesterday was dead quiet and the vibes were decent
2019-12-16,6,8.76,9.93,0.4,3.33,2.98,3.0,0.64,5,Yesterday was somewhat active and the vibes were solid
2019-12-17,8,8.76,10.03,0.56,3.75,2.98,3.01,0.8,8,Yesterday was getting there and the vibes were top notch
2019-12-18,6,8.76,9.87,0.4,3.33,2.98,3.04,0.64,6,Yesterday was somewhat active and the vibes were solid
2019-12-19,12,8.76,9.7,0.79,2.58,2.98,2.99,0.33,11,Yesterday was buzzing and the vibes were a bit off
2019-12-20,10,8.76,9.5,0.7,3.7,2.98,3.03,0.79,7,Yesterday was buzzing and the vibes were great
2019-12-21,2,8.76,9.3,0.07,2.0,2.98,3.0,0.15,2,Yesterday was dead quiet and the vibes were not great
2019-12-22,2,8.76,7.2,0.07,5.0,2.98,3.08,0.98,2,Yesterday was dead quiet and the vibes were absolutely stellar
2019-12-23,2,8.76,6.9,0.07,3.0,2.98,3.1,0.51,2,Yesterday was dead quiet and the vibes were decent
2019-12-24,4,8.76,6.87,0.22,2.0,2.98,3.04,0.15,4,Yesterday was pretty quiet and the vibes were not great
2019-12-25,4,8.76,6.9,0.22,5.0,2.98,3.13,0.98,4,Yesterday was pretty quiet and the vibes were absolutely stellar
2019-12-26,2,8.76,6.57,0.07,3.5,2.98,3.16,0.7,2,Yesterday was dead quiet and the vibes were great
2019-12-27,4,8.76,6.43,0.22,3.75,2.98,3.16,0.8,3,Yesterday was pretty quiet and the vibes were top notch
2019-12-28,6,8.76,6.37,0.4,3.0,2.98,3.15,0.51,4,Yesterday was somewhat active and the vibes were decent
2019-12-29,5,8.76,6.17,0.31,1.8,2.98,3.15,0.11,5,Yesterday was low-key and the vibes were not great
2019-12-30,6,8.76,6.13,0.4,4.33,2.98,3.22,0.92,6,Yesterday was somewhat active and the vibes were absolutely stellar
2019-12-31,2,8.76,6.13,0.07,5.0,2.98,3.35,0.98,2,Yesterday was dead quiet and the vibes were absolutely stellar
2020-01-01,3,8.76,6.07,0.14,2.0,2.98,3.34,0.15,3,Yesterday was very quiet and the vibes were not great
2020-01-02,3,8.76,6.1,0.14,3.67,2.98,3.36,0.77,3,Yesterday was very quiet and the vibes were great
2020-01-03,7,8.76,6.03,0.48,2.71,2.98,3.38,0.38,7,Yesterday was somewhat active and the vibes were a bit off
2020-01-04,6,8.76,6.03,0.4,3.83,2.98,3.37,0.83,6,Yesterday was somewhat active and the vibes were top notch
2020-01-05,3,8.76,5.8,0.14,2.33,2.98,3.34,0.25,3,Yesterday was very quiet and the vibes were below average
2020-01-06,11,8.76,5.77,0.75,3.18,2.98,3.29,0.59,9,Yesterday was buzzing and the vibes were decent
2020-01-07,12,8.76,6.1,0.79,3.83,2.98,3.25,0.83,10,Yesterday was buzzing and the vibes were top notch
2020-01-08,13,8.76,6.23,0.83,3.23,2.98,3.25,0.61,13,Yesterday was very lively and the vibes were solid
2020-01-09,13,8.76,6.33,0.83,3.31,2.98,3.26,0.63,12,Yesterday was very lively and the vibes were solid
2020-01-10,5,8.76,6.03,0.31,2.6,2.98,3.25,0.34,5,Yesterday was low-key and the vibes were a bit off
2020-01-11,9,8.76,6.07,0.64,2.22,2.98,3.23,0.21,6,Yesterday was busy and the vibes were below average
2020-01-12,3,8.76,5.8,0.14,2.67,2.98,3.2,0.36,3,Yesterday was very quiet and the vibes were a bit off
2020-01-13,19,8.76,6.33,0.95,2.32,2.98,3.2,0.23,8,Yesterday was off the charts and the vibes were below average
2020-01-14,17,8.76,6.83,0.93,2.18,2.98,3.17,0.2,14,Yesterday was off the charts and the vibes were below average
2020-01-15,17,8.76,7.2,0.93,2.65,2.98,3.15,0.36,11,Yesterday was off the charts and the vibes were a bit off
2020-01-16,7,8.76,7.17,0.48,3.29,2.98,3.13,0.62,6,Yesterday was somewhat active and the vibes were solid
2020-01-17,27,8.76,7.87,0.98,4.56,2.98,3.17,0.94,6,Yesterday was off the charts and the vibes were absolutely stellar
2020-01-18,3,8.76,7.57,0.14,1.0,2.98,3.12,0.02,3,Yesterday was very quiet and the vibes were rock bottom
2020-01-19,5,8.76,7.4,0.31,2.6,2.98,3.09,0.34,5,Yesterday was low-key and the vibes were a bit off
2020-01-20,18,8.76,7.93,0.94,4.17,2.98,3.16,0.89,8,Yesterday was off the charts and the vibes were top notch
2020-01-21,7,8.76,8.1,0.48,2.29,2.98,3.07,0.23,7,Yesterday was somewhat active and the vibes were below average
2020-01-22,12,8.76,8.43,0.79,3.33,2.98,3.08,0.64,12,Yesterday was buzzing and the vibes were solid
2020-01-23,15,8.76,8.8,0.89,2.33,2.98,3.09,0.25,14,Yesterday was very lively and the vibes were below average
2020-01-24,9,8.76,8.97,0.64,4.44,2.98,3.07,0.93,7,Yesterday was busy and the vibes were absolutely stellar
2020-01-25,3,8.76,9.0,0.14,2.33,2.98,3.03,0.25,3,Yesterday was very quiet and the vibes were below average
2020-01-26,4,8.76,9.0,0.22,2.0,2.98,2.97,0.15,4,Yesterday was pretty quiet and the vibes were not great
2020-01-27,11,8.76,9.17,0.75,3.91,2.98,3.0,0.84,9,Yesterday was buzzing and the vibes were top notch
2020-01-28,10,8.76,9.33,0.7,2.5,2.98,3.03,0.31,10,Yesterday was buzzing and the vibes were a bit off
2020-01-29,12,8.76,9.53,0.79,4.0,2.98,3.02,0.86,11,Yesterday was buzzing and the vibes were top notch
2020-01-30,5,8.76,9.63,0.31,4.2,2.98,2.99,0.89,5,Yesterday was low-key and the vibes were top notch
2020-01-31,5,8.76,9.7,0.31,4.6,2.98,3.08,0.94,5,Yesterday was low-key and the vibes were absolutely stellar
2020-02-01,4,8.76,9.73,0.22,3.0,2.98,3.05,0.51,3,Yesterday was pretty quiet and the vibes were decent
2020-02-02,6,8.76,9.7,0.4,2.33,2.98,3.04,0.25,4,Yesterday was somewhat active and the vibes were below average
2020-02-03,12,8.76,9.9,0.79,3.42,2.98,3.03,0.68,12,Yesterday was buzzing and the vibes were solid
2020-02-04,3,8.76,9.9,0.14,3.67,2.98,3.07,0.77,3,Yesterday was very quiet and the vibes were great
2020-02-05,18,8.76,10.13,0.94,1.83,2.98,3.03,0.12,9,Yesterday was off the charts and the vibes were not great
2020-02-06,9,8.76,10.03,0.64,3.11,2.98,3.0,0.56,8,Yesterday was busy and the vibes were decent
2020-02-07,5,8.76,9.77,0.31,1.8,2.98,2.96,0.11,5,Yesterday was low-key and the vibes were not great
2020-02-08,3,8.76,9.43,0.14,3.67,2.98,2.97,0.77,3,Yesterday was very quiet and the vibes were great
2020-02-09,2,8.76,9.33,0.07,4.5,2.98,3.03,0.94,2,Yesterday was dead quiet and the vibes were absolutely stellar
2020-02-10,8,8.76,9.3,0.56,3.0,2.98,3.06,0.51,8,Yesterday was getting there and the vibes were decent
2020-02-11,14,8.76,9.67,0.86,3.57,2.98,3.09,0.73,13,Yesterday was very lively and the vibes were great
2020-02-12,10,8.76,9.37,0.7,3.2,2.98,3.12,0.59,10,Yesterday was buzzing and the vibes were decent
2020-02-13,14,8.76,9.27,0.86,3.07,2.98,3.15,0.55,14,Yesterday was very lively and the vibes were decent
2020-02-14,10,8.76,9.03,0.7,2.9,2.98,3.15,0.45,10,Yesterday was buzzing and the vibes were about average
2020-02-15,2,8.76,8.87,0.07,5.0,2.98,3.21,0.98,2,Yesterday was dead quiet and the vibes were absolutely stellar
2020-02-16,5,8.76,8.13,0.31,2.6,2.98,3.15,0.34,5,Yesterday was low-key and the vibes were a bit off
2020-02-17,6,8.76,8.23,0.4,2.83,2.98,3.21,0.43,6,Yesterday was somewhat active and the vibes were about average
2020-02-18,8,8.76,8.33,0.56,4.0,2.98,3.25,0.86,8,Yesterday was getting there and the vibes were top notch
2020-02-19,14,8.76,8.2,0.86,4.0,2.98,3.25,0.86,9,Yesterday was very lively and the vibes were top notch
2020-02-20,9,8.76,8.27,0.64,3.33,2.98,3.28,0.64,9,Yesterday was busy and the vibes were solid
2020-02-21,5,8.76,8.03,0.31,1.8,2.98,3.23,0.11,4,Yesterday was low-key and the vibes were not great
2020-02-22,4,8.76,7.67,0.22,3.0,2.98,3.25,0.51,4,Yesterday was pretty quiet and the vibes were decent
2020-02-23,1,8.76,7.4,0.02,1.0,2.98,3.14,0.02,1,Yesterday was dead quiet and the vibes were rock bottom
2020-02-24,13,8.76,7.73,0.83,2.85,2.98,3.16,0.44,6,Yesterday was very lively and the vibes were about average
2020-02-25,17,8.76,8.17,0.93,2.94,2.98,3.19,0.46,7,Yesterday was off the charts and the vibes were about average
2020-02-26,9,8.76,8.1,0.64,3.67,2.98,3.18,0.77,8,Yesterday was busy and the vibes were great
2020-02-27,11,8.76,8.13,0.75,3.82,2.98,3.22,0.82,9,Yesterday was buzzing and the vibes were top notch
2020-02-28,70,8.76,10.07,1.0,4.13,2.98,3.23,0.88,64,Yesterday was off the charts and the vibes were top notch
2020-02-29,5,8.76,10.07,0.31,3.0,2.98,3.19,0.51,5,Yesterday was low-key and the vibes were decent
2020-03-01,3,8.76,10.0,0.14,2.67,2.98,3.12,0.36,3,Yesterday was very quiet and the vibes were a bit off
2020-03-02,15,8.76,10.37,0.89,1.93,2.98,3.09,0.13,13,Yesterday was very lively and the vibes were not great
2020-03-03,1,8.76,10.2,0.02,4.0,2.98,3.14,0.86,1,Yesterday was dead quiet and the vibes were top notch
2020-03-04,8,8.76,10.07,0.56,2.25,2.98,3.1,0.22,7,Yesterday was getting there and the vibes were below average
2020-03-05,12,8.76,10.37,0.79,3.17,2.98,3.09,0.58,12,Yesterday was buzzing and the vibes were decent
2020-03-06,11,8.76,10.13,0.75,2.82,2.98,3.12,0.42,9,Yesterday was buzzing and the vibes were about average
2020-03-07,2,8.76,9.9,0.07,1.0,2.98,3.05,0.02,2,Yesterday was dead quiet and the vibes were rock bottom
2020-03-08,1,8.76,9.77,0.02,1.0,2.98,3.02,0.02,1,Yesterday was dead quiet and the vibes were rock bottom
2020-03-09,8,8.76,9.93,0.56,2.5,2.98,2.98,0.31,6,Yesterday was getting there and the vibes were a bit off
2020-03-10,10,8.76,10.2,0.7,3.8,2.98,2.96,0.81,10,Yesterday was buzzing and the vibes were top notch
2020-03-11,9,8.76,10.23,0.64,2.78,2.98,2.95,0.41,9,Yesterday was busy and the vibes were about average
2020-03-12,15,8.76,10.27,0.89,3.4,2.98,2.95,0.66,14,Yesterday was very lively and the vibes were solid
2020-03-13,8,8.76,10.2,0.56,3.62,2.98,2.96,0.74,7,Yesterday was getting there and the vibes were great
2020-03-14,3,8.76,9.83,0.14,3.67,2.98,2.98,0.77,3,Yesterday was very quiet and the vibes were great
2020-03-15,5,8.76,9.67,0.31,3.2,2.98,2.99,0.59,4,Yesterday was low-key and the vibes were decent
2020-03-16,4,8.76,9.73,0.22,4.75,2.98,2.98,0.95,3,Yesterday was pretty quiet and the vibes were absolutely stellar
2020-03-17,8,8.76,9.83,0.56,2.38,2.98,2.98,0.28,8,Yesterday was getting there and the vibes were below average
2020-03-18,6,8.76,9.83,0.4,3.67,2.98,3.0,0.77,6,Yesterday was somewhat active and the vibes were great
2020-03-19,10,8.76,9.9,0.7,2.5,2.98,2.95,0.31,9,Yesterday was buzzing and the vibes were a bit off
2020-03-20,3,8.76,9.53,0.14,2.67,2.98,2.91,0.36,3,Yesterday was very quiet and the vibes were a bit off
2020-03-21,4,8.76,9.37,0.22,1.0,2.98,2.83,0.02,4,Yesterday was pretty quiet and the vibes were rock bottom
2020-03-22,5,8.76,9.37,0.31,1.8,2.98,2.83,0.11,4,Yesterday was low-key and the vibes were not great
2020-03-23,12,8.76,9.63,0.79,3.08,2.98,2.84,0.55,11,Yesterday was buzzing and the vibes were decent
2020-03-24,6,8.76,9.8,0.4,1.67,2.98,2.86,0.09,6,Yesterday was somewhat active and the vibes were rock bottom
2020-03-25,9,8.76,9.67,0.64,2.78,2.98,2.86,0.41,8,Yesterday was busy and the vibes were about average
2020-03-26,8,8.76,9.37,0.56,2.75,2.98,2.85,0.39,7,Yesterday was getting there and the vibes were a bit off
2020-03-27,5,8.76,9.23,0.31,4.2,2.98,2.87,0.89,5,Yesterday was low-key and the vibes were top notch
2020-03-28,4,8.76,9.0,0.22,4.0,2.98,2.87,0.86,2,Yesterday was pretty quiet and the vibes were top notch
2020-03-29,7,8.76,6.9,0.48,1.0,2.98,2.77,0.02,5,Yesterday was somewhat active and the vibes were rock bottom
2020-03-30,5,8.76,6.9,0.31,2.2,2.98,2.74,0.2,5,Yesterday was low-key and the vibes were below average
2020-03-31,10,8.76,7.13,0.7,2.1,2.98,2.72,0.18,5,Yesterday was buzzing and the vibes were not great
2020-04-01,5,8.76,6.8,0.31,2.6,2.98,2.75,0.34,5,Yesterday was low-key and the vibes were a bit off
2020-04-02,7,8.76,7.0,0.48,2.71,2.98,2.7,0.38,6,Yesterday was somewhat active and the vibes were a bit off
2020-04-03,6,8.76,6.93,0.4,1.17,2.98,2.67,0.05,5,Yesterday was somewhat active and the vibes were rock bottom
2020-04-04,32,8.76,7.6,0.99,1.25,2.98,2.6,0.05,4,Yesterday was off the charts and the vibes were rock bottom
2020-04-05,7,8.76,7.47,0.48,3.43,2.98,2.62,0.68,5,Yesterday was somewhat active and the vibes were solid
2020-04-06,3,8.76,7.5,0.14,2.67,2.98,2.68,0.36,3,Yesterday was very quiet and the vibes were a bit off
2020-04-07,5,8.76,7.63,0.31,2.2,2.98,2.72,0.2,5,Yesterday was low-key and the vibes were below average
2020-04-08,3,8.76,7.47,0.14,4.33,2.98,2.78,0.92,3,Yesterday was very quiet and the vibes were absolutely stellar
2020-04-09,5,8.76,7.3,0.31,3.0,2.98,2.75,0.51,4,Yesterday was low-key and the vibes were decent
2020-04-10,5,8.76,7.17,0.31,2.4,2.98,2.74,0.28,5,Yesterday was low-key and the vibes were below average
2020-04-11,10,8.76,7.0,0.7,3.5,2.98,2.74,0.7,8,Yesterday was buzzing and the vibes were great
2020-04-12,2,8.76,6.8,0.07,5.0,2.98,2.79,0.98,2,Yesterday was dead quiet and the vibes were absolutely stellar
2020-04-13,10,8.76,7.03,0.7,2.9,2.98,2.76,0.45,10,Yesterday was buzzing and the vibes were about average
2020-04-14,8,8.76,7.13,0.56,2.25,2.98,2.73,0.22,8,Yesterday was getting there and the vibes were below average
2020-04-15,7,8.76,7.23,0.48,3.29,2.98,2.68,0.62,7,Yesterday was somewhat active and the vibes were solid
2020-04-16,29,8.76,7.93,0.99,2.83,2.98,2.7,0.43,10,Yesterday was off the charts and the vibes were about average
2020-04-17,11,8.76,8.1,0.75,4.27,2.98,2.72,0.91,8,Yesterday was buzzing and the vibes were absolutely stellar
2020-04-18,4,8.76,7.9,0.22,3.0,2.98,2.74,0.51,4,Yesterday was pretty quiet and the vibes were decent
2020-04-19,10,8.76,8.13,0.7,3.1,2.98,2.75,0.56,10,Yesterday was buzzing and the vibes were decent
2020-04-20,6,8.76,8.2,0.4,2.33,2.98,2.79,0.25,5,Yesterday was somewhat active and the vibes were below average
2020-04-21,6,8.76,8.23,0.4,3.17,2.98,2.84,0.58,6,Yesterday was somewhat active and the vibes were decent
2020-04-22,8,8.76,8.1,0.56,3.75,2.98,2.86,0.8,7,Yesterday was getting there and the vibes were top notch
2020-04-23,9,8.76,8.2,0.64,2.67,2.98,2.9,0.36,8,Yesterday was busy and the vibes were a bit off
2020-04-24,20,8.76,8.57,0.96,3.75,2.98,2.93,0.8,8,Yesterday was off the charts and the vibes were top notch
2020-04-25,3,8.76,8.4,0.14,3.33,2.98,2.95,0.64,3,Yesterday was very quiet and the vibes were solid
2020-04-26,5,8.76,8.4,0.31,3.2,2.98,2.91,0.59,4,Yesterday was low-key and the vibes were decent
2020-04-27,6,8.76,8.47,0.4,2.5,2.98,2.86,0.31,5,Yesterday was somewhat active and the vibes were a bit off
2020-04-28,8,8.76,8.5,0.56,3.38,2.98,2.94,0.65,7,Yesterday was getting there and the vibes were solid
2020-04-29,10,8.76,8.67,0.7,2.6,2.98,2.96,0.34,9,Yesterday was buzzing and the vibes were a bit off
2020-04-30,12,8.76,8.73,0.79,2.67,2.98,2.98,0.36,10,Yesterday was buzzing and the vibes were a bit off
2020-05-01,11,8.76,8.93,0.75,3.18,2.98,2.99,0.59,11,Yesterday was buzzing and the vibes were decent
2020-05-02,2,8.76,8.77,0.07,1.0,2.98,2.94,0.02,1,Yesterday was dead quiet and the vibes were rock bottom
2020-05-03,5,8.76,8.73,0.31,3.4,2.98,3.01,0.66,5,Yesterday was low-key and the vibes were solid
2020-05-04,13,8.76,8.1,0.83,2.69,2.98,3.06,0.37,13,Yesterday was very lively and the vibes were a bit off
2020-05-05,11,8.76,8.23,0.75,3.36,2.98,3.06,0.65,11,Yesterday was buzzing and the vibes were solid
2020-05-06,12,8.76,8.53,0.79,3.25,2.98,3.08,0.61,10,Yesterday was buzzing and the vibes were solid
2020-05-07,12,8.76,8.77,0.79,2.58,2.98,3.09,0.33,11,Yesterday was buzzing and the vibes were a bit off
2020-05-08,13,8.76,9.1,0.83,3.23,2.98,3.05,0.61,11,Yesterday was very lively and the vibes were solid
2020-05-09,4,8.76,9.07,0.22,2.75,2.98,3.04,0.39,4,Yesterday was pretty quiet and the vibes were a bit off
2020-05-10,1,8.76,8.93,0.02,1.0,2.98,3.0,0.02,1,Yesterday was dead quiet and the vibes were rock bottom
2020-05-11,9,8.76,8.9,0.64,3.11,2.98,2.98,0.56,8,Yesterday was busy and the vibes were decent
2020-05-12,6,8.76,9.03,0.4,3.83,2.98,2.95,0.83,5,Yesterday was somewhat active and the vibes were top notch
2020-05-13,7,8.76,8.93,0.48,3.86,2.98,2.98,0.83,6,Yesterday was somewhat active and the vibes were top notch
